Gender,Kanji,Hiragana,Romaji
Female,鶴岡奈満,つるおかなみ,tsuruoka nami
Male,深瀬由起,ふかせよしき,fukase yoshiki
Male,花井善征,はないよしゆき,hanai yoshiyuki
Male,榎本斌,えのもとたけし,enomoto takeshi
Male,牟田大成,むたともしげ,muta tomoshige
Male,中森共哲,なかもりともあき,nakamori tomoaki
Male,手塚提介,てづかだいすけ,teduka daisuke
Male,星野靖晃,ほしのやすてる,hoshino yasuteru
Male,首藤聡平,しゅどうそうへい,shudou souhei
Male,益子有弥,ますこゆうや,masuko yuya
Male,引地徳大,ひきちのりひろ,hikichi norihiro
Female,中元佐都喜,ちゅうげんさつき,chuugen satsuki
Male,桐原登敏,きりはらたかとし,kirihara takatoshi
Male,柚木朋博,ゆぎともひろ,yugi tomohiro
Female,赤井早恵,あかいさなえ,akai sanae
Female,古瀬圭朱代,こせかずよ,kose kazuyo
Female,仲田優海,なかだまさみ,nakada masami
Female,安武與惠,やすたけともえ,yasutake tomoe
Male,大泉達法,おおいずみたつのり,ooizumi tatsunori
Male,新堀純路,しんぼりじゅんじ,shinbori junji
Male,北原浩祥,きたはらひろよし,kitahara hiroyoshi
Female,有川香世子,ありかわかよこ,arikawa kayoko
Male,山城一慶,やましろかずのり,yamashiro kazunori
Female,大城那保実,おおしろなほみ,ooshiro nahomi
Male,前原聖高,まえはらきよたか,maehara kiyotaka
Female,大垣嘉枝,おおがきひろえ,oogaki hiroe
Female,安岡史緒莉,やすおかしおり,yasuoka shiori
Male,高津充佳,たかつあつよし,takatsu atsuyoshi
Male,袴田曜介,はかまだようすけ,hakamada yousuke
Female,彦坂壽英,ひこさかひさえ,hikosaka hisae
Female,松藤想子,まつふじあいこ,matsufuji aiko
Female,直井温美,なおいひろみ,naoi hiromi
Male,水島眞司,みずしましんじ,mizushima shinji
Female,長江序子,ながえのぶこ,nagae nobuko
Female,豊島侑果,としまゆか,toshima yuka
Male,平原光志,へいげんこうし,heigen koushi
Male,梅本公啓,うめもとまさひろ,umemoto masahiro
Male,河合靖秋,かわいやすあき,kawai yasuaki
Female,長友季美江,ながともきみえ,nagatomo kimie
Male,米川弘数,よねかわひろかず,yonekawa hirokazu
Male,古橋宏士,ふるはしひろし,furuhashi hiroshi
Male,安倍徹弥,あべてつや,abe tetsuya
Male,大塚昭洋,おおつかあきひろ,ootsuka akihiro
Female,福田千瑛,ふくだひろえ,fukuda hiroe
Male,松澤浩信,まつざわひろのぶ,matsuzawa hironobu
Male,権田栄信,ごんだひでのぶ,gonda hidenobu
Male,高柳一東志,たかやなぎひとし,takayanagi hitoshi
Female,井出知容,いでともよ,ide tomoyo
Female,松倉枯奈津,まつくらこなつ,matsukura konatsu
Male,金森隆拓,かなもりたかひろ,kanamori takahiro
Female,青田麗良,あおたうらら,aota urara
Female,村中江梨,むらじゅうえり,murajuu eri
Male,郡司善章,ぐんしよしあき,gunshi yoshiaki
Male,永山臣起,ながやましげき,nagayama shigeki
Female,柘植望瑞,つげのぞみ,tsuge nozomi
Male,船橋雅允,ふなばしまさのぶ,funabashi masanobu
Female,谷田香橙,たにだかすみ,tanida kasumi
Female,矢野比佐恵,やのひさえ,yano hisae
Male,深谷邦光,ふかやくにひこ,fukaya kunihiko
Female,穂積伊寿美,ほづみいずみ,hodumi izumi
Male,脇本雅靖,わきもとまさやす,wakimoto masayasu
Female,大窪敏美,おおくぼさとみ,ookubo satomi
Female,前佐奈絵,まえさなえ,mae sanae
Male,湯川曉太,ゆかわきょうた,yukawa kyouta
Female,石上佐知代,いしがみさちよ,ishigami sachiyo
Male,冨永仁俊,とみながまさとし,tominaga masatoshi
Male,加地源紀,かちげんき,kachi genki
Male,川北文哉,かわきたひろき,kawakita hiroki
Female,寺沢久充子,てらさわくみこ,terasawa kumiko
Female,北沢玲余,きたざわあきよ,kitazawa akiyo
Male,小崎誠爾,おざきせいじ,ozaki seiji
Female,羽生誠代,はにゅうともよ,hanyuu tomoyo
Male,桜田千誠,さくらだかずまさ,sakurada kazumasa
Male,早田泰和,そうだひろたか,souda hirotaka
Male,奥山証,おくやまさとる,okuyama satoru
Male,小笠原芳勝,おがさわらよしかつ,ogasawara yoshikatsu
Male,角田美雄,つのだよしお,tsunoda yoshio
Male,黒木信祐,くろきのぶまさ,kuroki nobumasa
Female,江川千智子,えがわちさこ,egawa chisako
Male,武市恵市,たけちけいいち,takechi keichi
Male,辻村由二,つじむらゆうじ,tsujimura yuji
Male,品川剛章,しながわたかあき,shinagawa takaki
Female,加瀬佐智代,かせさちよ,kase sachiyo
Female,末永佳緒,すえながかおり,suenaga kaori
Female,姫野菜麻美,ひめのなおみ,himeno naomi
Male,日比耕一,ひびこういち,hibi kouichi
Male,佐山亜喜央,さやまあきお,sayama akio
Female,浜田支穂子,はまだしほこ,hamada shihoko
Male,吉本修之,よしもとしゅうじ,yoshimoto shuji
Female,高梨望峰,たかなしのぞみ,takanashi nozomi
Female,堀越理果子,ほりこしりかこ,horikoshi rikako
Female,谷村公視子,たにむらくみこ,tanimura kumiko
Female,荒田嶺華,あらたれいか,arata reika
Male,中井光良,なかいてるよし,nakai teruyoshi
Female,国井智充,くにいともみ,kunii tomomi
Male,本庄海都,ほんじょうかいと,honjou kaito
Male,岩渕憲生,いわぶちのりゆき,iwabuchi noriyuki
Male,金森計芳,かなもりかずよし,kanamori kazuyoshi
Male,春名陵洋,はるなたかひろ,haruna takahiro
Male,杉森夕輔,すぎもりゆうすけ,sugimori yusuke
Female,大田佳小里,おおたかおり,oota kaori
Male,大矢昌,おおやしょう,ooya shou
Male,飯野紀義,いののりよし,ino noriyoshi
Male,小牧良淳,こまきよしただ,komaki yoshitada
Female,赤嶺洽子,あかみねひろこ,akamine hiroko
Male,葛西励,かさいつとむ,kasai tsutomu
Male,飯塚恒司,いいづかこうじ,iiduka kouji
Male,岸田吉都,きしだよしと,kishida yoshito
Female,妹尾清子,せおせいこ,seo seiko
Female,田村玲美,たむらひろみ,tamura hiromi
Male,片桐義保,かたぎりよしやす,katagiri yoshiyasu
Male,君島安紘,きみじまやすひろ,kimijima yasuhiro
Male,岸紀孝,きしのりゆき,kishi noriyuki
Male,上岡寛幸,かみおかともゆき,kamioka tomoyuki
Male,松田征宜,まつだまさのり,matsuda masanori
Female,栗山眞貴子,くりやままきこ,kuriyama makiko
Male,笹井尚郎,ささいたかお,sasai takao
Female,宮下星以子,みやしたせいこ,miyashita seiko
Female,西田記三子,にしだきみこ,nishida kimiko
Female,東山波留美,ひがしやまはるみ,higashiyama harumi
Female,岩渕稚奈津,いわぶちちなつ,iwabuchi chinatsu
Female,柳原麻智子,やなぎはらまちこ,yanagihara machiko
Male,田崎聖兒,たざきせいじ,tazaki seiji
Female,三輪倭文子,さんりんしずこ,sanrin shizuko
Male,高杉雄馬,たかすぎかずま,takasugi kazuma
Male,工藤尚啓,くどうなおひろ,kudou naohiro
Male,小栗凌太,ささぐりりょうた,sasaguri ryouta
Male,牧田耕成,まきたこうせい,makita kousei
Male,小浜智宜,おばまともき,obama tomoki
Female,丸岡靖恵,まるおかやすえ,maruoka yasue
Female,原野昌子,げんやまさこ,genya masako
Female,今泉涼華,いまいずみしずか,imaizumi shizuka
Female,西原都見,にしはらさとみ,nishihara satomi
Female,今津香寿美,いまつかすみ,imatsu kasumi
Female,末次小菜恵,すえつぐさなえ,suetsugu sanae
Female,浜野朱織,はまのあかり,hamano akari
Male,室井申也,むろいしんや,muroi shinya
Female,李澄子,りきよこ,ri kiyoko
Male,立山昇和,たてやまのりかず,tateyama norikazu
Female,加賀映美里,かがえみり,kaga emiri
Male,青野湘次,あおのしょうじ,aono shouji
Male,金城広展,きんじょうひろのり,kinjou hironori
Female,池原明弥,いけはらあかね,ikehara akane
Male,宮崎寛統,みやざきひろのり,miyazaki hironori
Male,日野啓央,ひのたかひろ,hino takahiro
Female,田仲優依,たなかゆい,tanaka yui
Male,喜多裕二,きたゆうじ,kita yuji
Male,富田紀陽士,とみたきよし,tomita kiyoshi
Female,小室將子,こむろまさこ,komuro masako
Female,藤田聖位子,ふじたせいこ,fujita seiko
Male,角野太児,すみのたいじ,sumino taiji
Female,春山耀子,はるやまようこ,haruyama youko
Female,岸本加寿子,きしもとかずこ,kishimoto kazuko
Male,高宮政貴,たかみやまさたか,takamiya masataka
Male,荒川聖幸,あらかわまさゆき,arakawa masayuki
Male,境嘉造,さかいよしぞう,sakai yoshizou
Male,小田島充宏,おだじまあつひろ,odajima atsuhiro
Male,喜田克啓,きだかつひろ,kida katsuhiro
Male,古瀬丈人,こせたけひと,kose takehito
Male,湯田要次,ゆだようじ,yuda youji
Male,桜井鉱三,さくらいこうぞう,sakurai kouzou
Female,川田繭衣,かわたまい,kawata mai
Male,寺内公爾,じないこうじ,jinai kouji
Male,井村督弘,いむらまさひろ,imura masahiro
Male,海老原宏紳,えびはらひろのぶ,ebihara hironobu
Male,竹村匡宏,たけむらともひろ,takemura tomohiro
Male,山野眞弘,さんやまさひろ,sanya masahiro
Male,阿南隆良,あなんたかひろ,anan takahiro
Male,長岡映志,ながおかえいじ,nagaoka eiji
Female,兼子修美,かねこまさみ,kaneko masami
Female,金井知佳,かないはるか,kanai haruka
Male,松田友次,まつだともつぐ,matsuda tomotsugu
Male,藤枝伸考,ふじえだのぶたか,fujieda nobutaka
Male,橋田尚寿,はしだたかひさ,hashida takahisa
Female,北口利紗,きたぐちりさ,kitaguchi risa
Male,新里雄真,にいさとゆうま,niisato yuma
Male,時田幸慈,ときたこうじ,tokita kouji
Female,細見史歩,さいけんしほ,saiken shiho
Female,安井倫美,やすいさとみ,yasui satomi
Male,寺崎勢康,てらさきせいこう,terasaki seikou
Female,中井久二子,なかいくにこ,nakai kuniko
Male,岡元温信,おかもとあつのぶ,okamoto atsunobu
Male,林章正,はやしとしまさ,hayashi toshimasa
Female,岸郁美恵,きしふみえ,kishi fumie
Male,秋元茂朝,あきもとしげとも,akimoto shigetomo
Male,薄井成人,うすいまさひと,usui masahito
Male,塚田裕矢,つかだゆうや,tsukada yuya
Male,篠田永悦,しのだひさのぶ,shinoda hisanobu
Female,大迫勝子,おおさこたかこ,oosako takako
Female,外山早乙理,とやまさおり,toyama saori
Female,黒木潤奈,くろきじゅんな,kuroki junna
Female,三野奈摘,みのなつみ,mino natsumi
Male,木場仁秀,きばまさひで,kiba masahide
Female,鶴見晶世,つるみあきよ,tsurumi akiyo
Female,那須亜唯,なすあい,nasu ai
Female,白浜緋沙子,しらはまひさこ,shirahama hisako
Female,城間勤子,しろまのりこ,shiroma noriko
Female,柳瀬人巳,やなせひとみ,yanase hitomi
Female,安岡亜雁,やすおかあかり,yasuoka akari
Female,持田麻衣可,もちだまいか,mochida maika
Male,丸田香也,まるたこうや,maruta kouya
Female,石塚比都美,いしつかひとみ,ishitsuka hitomi
Male,二見衆平,ふたみしゅうへい,futami shuhei
Female,神山三枝,かみやまみえ,kamiyama mie
Female,依田加邦枝,よだかなえ,yoda kanae
Female,西浦雅知子,にしうらまちこ,nishiura machiko
Male,山岡充章,やまおかみつあき,yamaoka mitsuaki
Male,竹中昌孝,たけなかまさたか,takenaka masataka
Female,青野暖里,あおのあかり,aono akari
Female,坂巻納津子,さかまきなつこ,sakamaki natsuko
Female,佐野映奈,さのあきな,sano akina
Female,小田原砂都美,おだわらさとみ,odawara satomi
Male,田中聡士,たなかそうし,tanaka soushi
Female,早田汐李,そうだしおり,souda shiori
Male,米川公哉,よねかわなおや,yonekawa naoya
Male,川島怜也,かわしまりょうや,kawashima ryouya
Female,高浜延美,たかはまえみ,takahama emi
Male,一戸量崇,いっこともたか,ikko tomotaka
Female,大窪記子,おおくぼのりこ,ookubo noriko
Male,我妻壮人,あがつまあきと,agatsuma akito
Male,相澤晶仁,あいざわあきと,aizawa akito
Male,牛山謙一,うしやまけんいち,ushiyama kenichi
Male,今津啓熙,いまつひろき,imatsu hiroki
Male,石坂登志広,いしざかとしひろ,ishizaka toshihiro
Male,河野建司朗,こうのけんじろう,kouno kenjirou
Female,中山美永,なかやまみえ,nakayama mie
Female,園部亜埼,そのべあき,sonobe aki
Male,奥原聖也,おくはらとしや,okuhara toshiya
Female,畑中英以子,はたなかえいこ,hatanaka eiko
Male,岩城卓史,いわきたかふみ,iwaki takafumi
Female,山地彼佐子,さんちひさこ,sanchi hisako
Male,千田喜裕,せんだよしひろ,senda yoshihiro
Male,金井一等,かないかずひと,kanai kazuhito
Male,矢部立矢,やべたつや,yabe tatsuya
Male,鷲見友透,すみともゆき,sumi tomoyuki
Male,武村信希,たけむらのぶき,takemura nobuki
Male,中津匡典,なかつまさのり,nakatsu masanori
Female,我妻比美,あがつまひとみ,agatsuma hitomi
Male,河辺雅裕,かわべのりひろ,kawabe norihiro
Female,石原小千代,いしはらさちよ,ishihara sachiyo
Male,小早川博伸,こばやかわひろのぶ,kobayakawa hironobu
Female,青柳訓美子,あおやぎくみこ,aoyagi kumiko
Female,長嶋貴衣,ながしまきえ,nagashima kie
Female,飯島響,いいじまひびき,iijima hibiki
Male,高井聖徳,たかいまさのり,takai masanori
Female,信田七恵,しのだななえ,shinoda nanae
Female,今愛未,いまえみ,ima emi
Female,永田香寿絵,ながたかずえ,nagata kazue
Male,伴崇氏,ともたかし,tomo takashi
Male,室井徳将,むろいのりまさ,muroi norimasa
Female,青田寿美絵,あおたすみえ,aota sumie
Male,兼田吉文,かねだよしふみ,kaneda yoshifumi
Male,小谷路明,こたにみちあき,kotani michiaki
Male,赤松方伸,あかまつまさのぶ,akamatsu masanobu
Male,河津岳敏,かわつたけとし,kawatsu taketoshi
Male,三浦雅記,みうらまさのり,miura masanori
Female,麻生映里子,あそうえりこ,asou eriko
Female,石本真智子,いしもとさちこ,ishimoto sachiko
Male,新田友芳,しんでんともよし,shinden tomoyoshi
Male,柏崎祐人,かしわざきまさと,kashiwazaki masato
Female,権田可祈,ごんだかおり,gonda kaori
Male,畑山久仁浩,はたけやまくにひろ,hatakeyama kunihiro
Female,瓜生尚生,うりうなおみ,uriu naomi
Male,岡林悠大,おかばやしゆうだい,okabayashi yudai
Female,辻野紗花,つじのすずか,tsujino suzuka
Male,坂倉赳志,さかくらたけし,sakakura takeshi
Male,大賀昌和,たいがまさかず,taiga masakazu
Male,小泉一起,こいずみいっき,koizumi ikki
Male,杉村禎典,すぎむらよしのり,sugimura yoshinori
Female,真壁知瑛子,まかべちえこ,makabe chieko
Male,寺島宏教,てらしまひろたか,terashima hirotaka
Female,重松慧美,しげまつさとみ,shigematsu satomi
Male,的場光三,まとばこうぞう,matoba kouzou
Male,本山隆亮,ほんざんたかあき,honzan takaki
Male,戸谷將嘉,とやまさよし,toya masayoshi
Female,芳賀友映,はがともえ,haga tomoe
Female,我妻快子,あがつまあきこ,agatsuma akiko
Female,森井斉子,もりいなおこ,morii naoko
Female,狩野希夜子,かりのきよこ,karino kiyoko
Female,瀬戸喜与美,せときよみ,seto kiyomi
Male,田沼信祥,たぬまのぶよし,tanuma nobuyoshi
Male,神林俊知,かんばやしとしのり,kanbayashi toshinori
Male,深井俊之,しんせいとしゆき,shinsei toshiyuki
Male,深見敦寛,ふかみあつひろ,fukami atsuhiro
Male,城戸延之,きどたかし,kido takashi
Male,塚越匡昭,つかこしただあき,tsukakoshi tadaki
Male,日向克征,ひなたかつまさ,hinata katsumasa
Male,山木博規,やまきひろき,yamaki hiroki
Male,大須賀奨,おおすがしょう,oosuga shou
Male,藤倉覚行,ふじくらさだみち,fujikura sadamichi
